Century,Sentiments,Word Diversity,Number of Words,Average Word Length,Number of Adjectives,Number of Adpositions,Number of Adverbs,Number of Conjunctions,Number of Determiners,Number of Nouns,Number of Numerals,Number of Particles,Number of Pronouns,Number of Verbs
17,0.04331633526548781,0.5218508997429306,778,4.543701799485861,0.09511568123393316,0.13496143958868895,0.043701799485861184,0.037275064267352186,0.16580976863753213,0.31876606683804626,0.0012853470437017994,0.02056555269922879,0.038560411311053984,0.14395886889460155
17,0.053968253968253964,0.7004048582995951,247,4.676113360323886,0.12955465587044535,0.10121457489878542,0.08097165991902834,0.048582995951417005,0.0728744939271255,0.2550607287449393,0.012145748987854251,0.032388663967611336,0.08097165991902834,0.1862348178137652
17,-0.10311507936507937,0.5536193029490617,746,4.509383378016086,0.08445040214477212,0.10455764075067024,0.036193029490616625,0.020107238605898123,0.15281501340482573,0.339142091152815,0.002680965147453083,0.00938337801608579,0.057640750670241284,0.19302949061662197
17,0.18086419753086422,0.6554307116104869,267,4.835205992509363,0.14606741573033707,0.10112359550561797,0.06741573033707865,0.026217228464419477,0.1198501872659176,0.3258426966292135,0.00749063670411985,0.0,0.07865168539325842,0.12734082397003746
17,0.10290476190476189,0.6555555555555556,540,4.642592592592592,0.12222222222222222,0.1111111111111111,0.04259259259259259,0.04259259259259259,0.12222222222222222,0.3574074074074074,0.0,0.011111111111111112,0.04259259259259259,0.14814814814814814
17,0.15584415584415587,0.6607929515418502,227,4.383259911894273,0.07929515418502203,0.10572687224669604,0.030837004405286344,0.013215859030837005,0.1277533039647577,0.3039647577092511,0.0,0.01762114537444934,0.1013215859030837,0.22026431718061673
17,0.09196729196729198,0.642512077294686,207,3.9903381642512077,0.12077294685990338,0.10144927536231885,0.057971014492753624,0.07246376811594203,0.06763285024154589,0.23671497584541062,0.0,0.028985507246376812,0.1111111111111111,0.2028985507246377
17,0.09881422924901184,0.56951871657754,748,4.485294117647059,0.07887700534759358,0.09224598930481283,0.040106951871657755,0.0481283422459893,0.14171122994652408,0.3582887700534759,0.0,0.0106951871657754,0.06283422459893048,0.16711229946524064
17,0.14567006802721086,0.49731471535982813,931,4.4167561761546725,0.08915145005370569,0.1385606874328679,0.03866809881847476,0.03544575725026853,0.1364124597207304,0.30934479054779807,0.0,0.024704618689581095,0.06766917293233082,0.16004296455424274
17,0.234,0.66875,160,4.64375,0.0875,0.10625,0.0375,0.06875,0.0875,0.3375,0.0,0.0125,0.075,0.18125
17,0.057727272727272766,0.6415094339622641,212,4.39622641509434,0.0660377358490566,0.09905660377358491,0.02358490566037736,0.05660377358490566,0.08490566037735849,0.35377358490566035,0.0,0.02358490566037736,0.1179245283018868,0.17452830188679244
17,0.18805194805194805,0.7319587628865979,97,4.329896907216495,0.10309278350515463,0.05154639175257732,0.05154639175257732,0.041237113402061855,0.14432989690721648,0.3402061855670103,0.0,0.041237113402061855,0.030927835051546393,0.1958762886597938
17,0.14141414141414138,0.6554054054054054,148,4.02027027027027,0.0945945945945946,0.14864864864864866,0.05405405405405406,0.05405405405405406,0.07432432432432433,0.25675675675675674,0.0,0.006756756756756757,0.13513513513513514,0.17567567567567569
17,0.35357142857142854,0.7073170731707317,123,4.130081300813008,0.04878048780487805,0.07317073170731707,0.024390243902439025,0.0975609756097561,0.17073170731707318,0.35772357723577236,0.0,0.016260162601626018,0.04065040650406504,0.17073170731707318
17,0.2833333333333334,0.7065217391304348,92,4.239130434782608,0.11956521739130435,0.10869565217391304,0.03260869565217391,0.10869565217391304,0.08695652173913043,0.2717391304347826,0.0,0.010869565217391304,0.09782608695652174,0.16304347826086957
17,-0.03333333333333332,0.6904761904761905,168,4.196428571428571,0.06547619047619048,0.1130952380952381,0.017857142857142856,0.07142857142857142,0.09523809523809523,0.32142857142857145,0.011904761904761904,0.011904761904761904,0.07738095238095238,0.21428571428571427
17,0.018750000000000003,0.7837837837837838,74,3.8783783783783785,0.08108108108108109,0.10810810810810811,0.013513513513513514,0.05405405405405406,0.06756756756756757,0.13513513513513514,0.0,0.04054054054054054,0.16216216216216217,0.33783783783783783
17,0.16666666666666666,0.6302521008403361,119,3.7142857142857144,0.06722689075630252,0.09243697478991597,0.025210084033613446,0.058823529411764705,0.08403361344537816,0.3025210084033613,0.0,0.01680672268907563,0.13445378151260504,0.2184873949579832
17,0.425,0.7611940298507462,67,4.1940298507462686,0.1044776119402985,0.11940298507462686,0.07462686567164178,0.05970149253731343,0.04477611940298507,0.208955223880597,0.0,0.029850746268656716,0.16417910447761194,0.19402985074626866
17,0.4366666666666667,0.7398373983739838,123,3.926829268292683,0.0975609756097561,0.13008130081300814,0.04878048780487805,0.06504065040650407,0.06504065040650407,0.2926829268292683,0.0,0.016260162601626018,0.0975609756097561,0.18699186991869918
17,0.3885714285714285,0.6802325581395349,172,4.273255813953488,0.06395348837209303,0.0872093023255814,0.040697674418604654,0.11046511627906977,0.10465116279069768,0.313953488372093,0.0,0.005813953488372093,0.08139534883720931,0.19186046511627908
17,0.5333333333333333,0.8,70,4.642857142857143,0.11428571428571428,0.07142857142857142,0.02857142857142857,0.07142857142857142,0.08571428571428572,0.3142857142857143,0.0,0.0,0.11428571428571428,0.2
17,-0.015555555555555545,0.6938775510204082,147,4.414965986394558,0.1360544217687075,0.10204081632653061,0.047619047619047616,0.08843537414965986,0.06802721088435375,0.3673469387755102,0.006802721088435374,0.013605442176870748,0.02040816326530612,0.14965986394557823
17,0.12037037037037039,0.7168141592920354,113,4.398230088495575,0.13274336283185842,0.10619469026548672,0.04424778761061947,0.035398230088495575,0.10619469026548672,0.2920353982300885,0.0,0.02654867256637168,0.061946902654867256,0.19469026548672566
17,0.2545454545454545,0.6385542168674698,166,4.048192771084337,0.1144578313253012,0.08433734939759036,0.04819277108433735,0.06626506024096386,0.04819277108433735,0.26506024096385544,0.0,0.03614457831325301,0.13855421686746988,0.19879518072289157
17,0.32,0.7142857142857143,133,4.2781954887218046,0.05263157894736842,0.09774436090225563,0.05263157894736842,0.07518796992481203,0.06766917293233082,0.3308270676691729,0.007518796992481203,0.03759398496240601,0.08270676691729323,0.19548872180451127
17,0.2285714285714286,0.7722772277227723,101,4.306930693069307,0.13861386138613863,0.10891089108910891,0.06930693069306931,0.039603960396039604,0.04950495049504951,0.3069306930693069,0.0,0.009900990099009901,0.07920792079207921,0.19801980198019803
17,0.15680555555555553,0.7358490566037735,106,4.39622641509434,0.05660377358490566,0.12264150943396226,0.07547169811320754,0.07547169811320754,0.0660377358490566,0.2830188679245283,0.0,0.018867924528301886,0.05660377358490566,0.24528301886792453
17,0.012500000000000011,0.7033898305084746,118,4.271186440677966,0.1271186440677966,0.03389830508474576,0.03389830508474576,0.06779661016949153,0.00847457627118644,0.2796610169491525,0.0,0.05084745762711865,0.1016949152542373,0.2966101694915254
17,0.44166666666666665,0.6598639455782312,147,4.020408163265306,0.10204081632653061,0.14965986394557823,0.013605442176870748,0.061224489795918366,0.07482993197278912,0.35374149659863946,0.006802721088435374,0.013605442176870748,0.08163265306122448,0.14285714285714285
17,0.2643333333333333,0.6307692307692307,195,4.184615384615385,0.12307692307692308,0.11282051282051282,0.035897435897435895,0.046153846153846156,0.08205128205128205,0.27692307692307694,0.0,0.03076923076923077,0.09743589743589744,0.19487179487179487
17,-0.16666666666666666,0.7176470588235294,85,4.482352941176471,0.058823529411764705,0.058823529411764705,0.023529411764705882,0.047058823529411764,0.08235294117647059,0.36470588235294116,0.0,0.011764705882352941,0.1411764705882353,0.21176470588235294
17,0.3772727272727273,0.7536231884057971,69,4.594202898550725,0.043478260869565216,0.07246376811594203,0.028985507246376812,0.057971014492753624,0.11594202898550725,0.34782608695652173,0.0,0.028985507246376812,0.14492753623188406,0.15942028985507245
17,-0.1,0.6263736263736264,91,4.142857142857143,0.03296703296703297,0.054945054945054944,0.07692307692307693,0.054945054945054944,0.06593406593406594,0.3076923076923077,0.0,0.0,0.1978021978021978,0.2087912087912088
17,0.009009740259740273,0.7244094488188977,127,4.354330708661418,0.07086614173228346,0.11023622047244094,0.05511811023622047,0.05511811023622047,0.14960629921259844,0.2677165354330709,0.0,0.007874015748031496,0.09448818897637795,0.18110236220472442
17,0.08466666666666667,0.6351351351351351,222,4.09009009009009,0.09009009009009009,0.09009009009009009,0.02252252252252252,0.08108108108108109,0.11711711711711711,0.25675675675675674,0.0,0.02252252252252252,0.12612612612612611,0.19369369369369369
17,0.10714285714285714,0.6790123456790124,81,4.172839506172839,0.08641975308641975,0.16049382716049382,0.024691358024691357,0.06172839506172839,0.14814814814814814,0.32098765432098764,0.0,0.0,0.07407407407407407,0.12345679012345678
17,0.2909090909090909,0.7655172413793103,145,4.213793103448276,0.14482758620689656,0.08275862068965517,0.04827586206896552,0.041379310344827586,0.06896551724137931,0.27586206896551724,0.0,0.020689655172413793,0.10344827586206896,0.21379310344827587
17,0.21895104895104897,0.7080745341614907,161,4.254658385093168,0.08074534161490683,0.11801242236024845,0.062111801242236024,0.049689440993788817,0.08695652173913043,0.2732919254658385,0.0,0.006211180124223602,0.08695652173913043,0.2360248447204969
17,0.34,0.8076923076923077,78,4.448717948717949,0.07692307692307693,0.0641025641025641,0.01282051282051282,0.07692307692307693,0.1282051282051282,0.38461538461538464,0.0,0.02564102564102564,0.07692307692307693,0.15384615384615385
17,0.14333333333333334,0.7009345794392523,107,4.308411214953271,0.07476635514018691,0.11214953271028037,0.009345794392523364,0.08411214953271028,0.1588785046728972,0.3925233644859813,0.0,0.0,0.07476635514018691,0.09345794392523364
17,0.29962962962962963,0.7278911564625851,147,4.4353741496598635,0.07482993197278912,0.08843537414965986,0.09523809523809523,0.06802721088435375,0.08163265306122448,0.2925170068027211,0.013605442176870748,0.034013605442176874,0.06802721088435375,0.1836734693877551
17,0.2316326530612245,0.7352941176470589,102,4.235294117647059,0.10784313725490197,0.10784313725490197,0.058823529411764705,0.0392156862745098,0.09803921568627451,0.3627450980392157,0.0,0.029411764705882353,0.058823529411764705,0.13725490196078433
17,0.02,0.6802721088435374,147,4.095238095238095,0.10204081632653061,0.11564625850340136,0.06802721088435375,0.05442176870748299,0.061224489795918366,0.3401360544217687,0.0,0.02040816326530612,0.07482993197278912,0.16326530612244897
17,0.2453968253968254,0.628140703517588,199,4.226130653266332,0.10552763819095477,0.07035175879396985,0.06030150753768844,0.06532663316582915,0.11557788944723618,0.33668341708542715,0.0,0.020100502512562814,0.07035175879396985,0.15577889447236182
17,0.10864197530864197,0.654639175257732,194,4.22680412371134,0.061855670103092786,0.06701030927835051,0.05154639175257732,0.06701030927835051,0.0979381443298969,0.30412371134020616,0.0,0.030927835051546393,0.1134020618556701,0.20618556701030927
17,-0.042407407407407414,0.6263157894736842,190,4.3,0.05789473684210526,0.07368421052631578,0.015789473684210527,0.04736842105263158,0.14210526315789473,0.3105263157894737,0.0,0.02631578947368421,0.11578947368421053,0.21052631578947367
17,-0.07500000000000001,0.7065217391304348,92,4.239130434782608,0.08695652173913043,0.09782608695652174,0.021739130434782608,0.08695652173913043,0.03260869565217391,0.33695652173913043,0.0,0.021739130434782608,0.13043478260869565,0.18478260869565216
17,0.15634920634920638,0.6513157894736842,152,4.0131578947368425,0.09210526315789473,0.08552631578947369,0.07894736842105263,0.039473684210526314,0.05263157894736842,0.3026315789473684,0.0,0.046052631578947366,0.07894736842105263,0.2236842105263158
17,-0.12257575757575757,0.6298701298701299,154,4.435064935064935,0.18181818181818182,0.05844155844155844,0.0,0.07792207792207792,0.08441558441558442,0.37662337662337664,0.0,0.012987012987012988,0.05844155844155844,0.14935064935064934
17,0.2428977272727273,0.6333333333333333,150,4.173333333333333,0.16,0.11333333333333333,0.013333333333333334,0.04666666666666667,0.05333333333333334,0.3333333333333333,0.0,0.013333333333333334,0.06,0.20666666666666667
17,0.09833333333333331,0.7049180327868853,122,4.360655737704918,0.13934426229508196,0.09016393442622951,0.03278688524590164,0.04918032786885246,0.06557377049180328,0.38524590163934425,0.0,0.03278688524590164,0.08196721311475409,0.12295081967213115
17,0.20868055555555556,0.686046511627907,172,4.3313953488372094,0.0872093023255814,0.05813953488372093,0.03488372093023256,0.05813953488372093,0.10465116279069768,0.29651162790697677,0.0,0.01744186046511628,0.12790697674418605,0.21511627906976744
17,0.028518518518518516,0.5787878787878787,330,3.9757575757575756,0.09393939393939393,0.09393939393939393,0.048484848484848485,0.045454545454545456,0.05454545454545454,0.30303030303030304,0.0030303030303030303,0.045454545454545456,0.08484848484848485,0.22727272727272727
17,-0.1875,0.6875,80,4.075,0.075,0.075,0.0375,0.075,0.1,0.2875,0.0,0.025,0.1875,0.1375
17,-0.050694444444444445,0.675,80,3.9625,0.0875,0.125,0.025,0.05,0.075,0.2875,0.0,0.0375,0.15,0.1625
17,0.4814285714285715,0.775,80,4.6375,0.1125,0.075,0.0875,0.0875,0.1375,0.325,0.0,0.0125,0.05,0.1125
17,0.042857142857142864,0.7291666666666666,96,4.208333333333333,0.07291666666666667,0.11458333333333333,0.010416666666666666,0.0625,0.07291666666666667,0.2708333333333333,0.0,0.020833333333333332,0.125,0.23958333333333334
17,0.18295454545454545,0.6796875,128,4.4609375,0.1328125,0.078125,0.0625,0.0859375,0.109375,0.2890625,0.0,0.0078125,0.0625,0.171875
17,0.2777777777777778,0.7012987012987013,154,3.948051948051948,0.08441558441558442,0.05844155844155844,0.05844155844155844,0.07142857142857142,0.07792207792207792,0.2792207792207792,0.0,0.01948051948051948,0.11688311688311688,0.23376623376623376
17,0.060999999999999985,0.7457627118644068,118,4.254237288135593,0.07627118644067797,0.07627118644067797,0.059322033898305086,0.07627118644067797,0.07627118644067797,0.211864406779661,0.0,0.03389830508474576,0.1440677966101695,0.23728813559322035
17,0.03409090909090909,0.7,140,4.1,0.08571428571428572,0.09285714285714286,0.02142857142857143,0.04285714285714286,0.14285714285714285,0.37142857142857144,0.0,0.014285714285714285,0.07857142857142857,0.15
17,-0.2,0.7692307692307693,52,4.288461538461538,0.019230769230769232,0.11538461538461539,0.038461538461538464,0.019230769230769232,0.15384615384615385,0.3269230769230769,0.0,0.019230769230769232,0.09615384615384616,0.21153846153846154
17,0.031186868686868676,0.6206896551724138,232,4.030172413793103,0.08620689655172414,0.0603448275862069,0.04741379310344827,0.07758620689655173,0.09482758620689655,0.25,0.0,0.03879310344827586,0.09482758620689655,0.24568965517241378
17,0.055769230769230786,0.689873417721519,158,4.594936708860759,0.10126582278481013,0.0759493670886076,0.03164556962025317,0.056962025316455694,0.0949367088607595,0.33544303797468356,0.0,0.0189873417721519,0.08860759493670886,0.1962025316455696
17,0.425,0.6103896103896104,154,3.9155844155844157,0.14935064935064934,0.07792207792207792,0.07142857142857142,0.01948051948051948,0.05194805194805195,0.3116883116883117,0.0,0.01948051948051948,0.11038961038961038,0.18831168831168832
17,0.08741258741258742,0.64,150,3.933333333333333,0.1,0.06666666666666667,0.04666666666666667,0.04666666666666667,0.05333333333333334,0.30666666666666664,0.0,0.02666666666666667,0.15333333333333332,0.2
17,0.24636363636363637,0.6470588235294118,187,4.176470588235294,0.06951871657754011,0.10695187165775401,0.026737967914438502,0.026737967914438502,0.12834224598930483,0.3155080213903743,0.0,0.016042780748663103,0.10695187165775401,0.19786096256684493
17,0.37,0.6929824561403509,114,4.37719298245614,0.10526315789473684,0.08771929824561403,0.03508771929824561,0.05263157894736842,0.07017543859649122,0.37719298245614036,0.0,0.017543859649122806,0.03508771929824561,0.21929824561403508
17,0.03333333333333335,0.7320261437908496,153,4.509803921568627,0.0915032679738562,0.08496732026143791,0.026143790849673203,0.0457516339869281,0.10457516339869281,0.3202614379084967,0.0,0.026143790849673203,0.13071895424836602,0.16993464052287582
17,0.04120370370370371,0.6462882096069869,229,4.524017467248909,0.06986899563318777,0.1222707423580786,0.026200873362445413,0.056768558951965066,0.07860262008733625,0.314410480349345,0.0,0.026200873362445413,0.13100436681222707,0.17467248908296942
17,0.08381642512077295,0.646551724137931,232,4.443965517241379,0.10344827586206896,0.08189655172413793,0.03017241379310345,0.04741379310344827,0.09913793103448276,0.2974137931034483,0.0,0.02586206896551724,0.09051724137931035,0.22413793103448276
17,0.1488888888888889,0.7157894736842105,95,4.442105263157894,0.042105263157894736,0.08421052631578947,0.06315789473684211,0.05263157894736842,0.05263157894736842,0.23157894736842105,0.0,0.042105263157894736,0.2,0.23157894736842105
17,0.27984848484848485,0.6514522821576764,241,4.261410788381743,0.1037344398340249,0.0912863070539419,0.07468879668049792,0.04564315352697095,0.08298755186721991,0.2863070539419087,0.0,0.029045643153526972,0.07053941908713693,0.2157676348547718
17,0.1125,0.6644736842105263,152,3.9407894736842106,0.09210526315789473,0.09868421052631579,0.05921052631578947,0.05263157894736842,0.07236842105263158,0.2631578947368421,0.0,0.03289473684210526,0.125,0.20394736842105263
17,0.23750000000000004,0.6617647058823529,204,4.578431372549019,0.08333333333333333,0.09803921568627451,0.04411764705882353,0.058823529411764705,0.08823529411764706,0.28921568627450983,0.0,0.03431372549019608,0.10294117647058823,0.20098039215686275
17,-0.1807142857142857,0.7246376811594203,138,4.130434782608695,0.09420289855072464,0.08695652173913043,0.08695652173913043,0.057971014492753624,0.050724637681159424,0.2246376811594203,0.0,0.028985507246376812,0.13768115942028986,0.2318840579710145
17,0.010925925925925931,0.6541666666666667,240,4.3375,0.075,0.1,0.05416666666666667,0.058333333333333334,0.09166666666666666,0.3416666666666667,0.0,0.0125,0.09166666666666666,0.175
17,-0.05000000000000001,0.5982905982905983,234,4.3076923076923075,0.11965811965811966,0.06837606837606838,0.06837606837606838,0.05555555555555555,0.07692307692307693,0.2777777777777778,0.0,0.01282051282051282,0.08547008547008547,0.23504273504273504
17,0.03958333333333333,0.6394230769230769,208,3.951923076923077,0.09615384615384616,0.07211538461538461,0.07211538461538461,0.038461538461538464,0.07211538461538461,0.2932692307692308,0.0,0.014423076923076924,0.10576923076923077,0.23557692307692307
17,0.23534165181224007,0.6583333333333333,240,4.245833333333334,0.1,0.07916666666666666,0.03333333333333333,0.05416666666666667,0.10416666666666667,0.275,0.004166666666666667,0.05,0.07916666666666666,0.22083333333333333
17,0.20833333333333334,0.7094017094017094,117,4.051282051282051,0.08547008547008547,0.10256410256410256,0.042735042735042736,0.05982905982905983,0.09401709401709402,0.3418803418803419,0.0,0.017094017094017096,0.11965811965811966,0.13675213675213677
17,0.17099999999999999,0.6953125,128,4.3828125,0.09375,0.078125,0.046875,0.046875,0.1015625,0.296875,0.0,0.0234375,0.0703125,0.2421875
17,0.07604166666666667,0.7280701754385965,114,4.56140350877193,0.09649122807017543,0.09649122807017543,0.03508771929824561,0.06140350877192982,0.11403508771929824,0.30701754385964913,0.008771929824561403,0.017543859649122806,0.09649122807017543,0.16666666666666666
17,-0.07083333333333336,0.7522123893805309,113,4.15929203539823,0.11504424778761062,0.07964601769911504,0.02654867256637168,0.05309734513274336,0.07079646017699115,0.3185840707964602,0.0,0.017699115044247787,0.09734513274336283,0.22123893805309736
17,0.19642857142857142,0.6372093023255814,215,4.213953488372093,0.14883720930232558,0.11162790697674418,0.009302325581395349,0.03255813953488372,0.12558139534883722,0.3023255813953488,0.0,0.027906976744186046,0.08372093023255814,0.15813953488372093
17,-0.12999999999999998,0.7628865979381443,97,4.360824742268041,0.1134020618556701,0.08247422680412371,0.09278350515463918,0.041237113402061855,0.05154639175257732,0.27835051546391754,0.0,0.030927835051546393,0.1134020618556701,0.18556701030927836
17,-0.22793650793650794,0.6736111111111112,144,4.409722222222222,0.09027777777777778,0.10416666666666667,0.027777777777777776,0.04861111111111111,0.1111111111111111,0.3125,0.0,0.020833333333333332,0.08333333333333333,0.2013888888888889
17,0.18333333333333335,0.5708502024291497,247,4.222672064777328,0.07692307692307693,0.06882591093117409,0.06072874493927125,0.05263157894736842,0.07692307692307693,0.29959514170040485,0.004048582995951417,0.012145748987854251,0.145748987854251,0.20242914979757085
17,0.10916666666666668,0.6944444444444444,144,4.375,0.09722222222222222,0.08333333333333333,0.013888888888888888,0.0625,0.11805555555555555,0.3055555555555556,0.0,0.020833333333333332,0.125,0.1736111111111111
17,0.18343253968253967,0.5300859598853869,349,4.200573065902579,0.08882521489971347,0.09169054441260745,0.05157593123209169,0.04297994269340974,0.04871060171919771,0.34097421203438394,0.0057306590257879654,0.03151862464183381,0.06876790830945559,0.22922636103151864
17,-0.054000000000000006,0.45701357466063347,221,4.208144796380091,0.05429864253393665,0.09049773755656108,0.049773755656108594,0.049773755656108594,0.08144796380090498,0.3031674208144796,0.0,0.04072398190045249,0.12669683257918551,0.20361990950226244
17,-0.13571428571428573,0.7162162162162162,148,3.8783783783783785,0.10135135135135136,0.07432432432432433,0.033783783783783786,0.04054054054054054,0.05405405405405406,0.28378378378378377,0.0,0.02702702702702703,0.12837837837837837,0.25675675675675674
17,0.01666666666666665,0.7787610619469026,113,4.424778761061947,0.08849557522123894,0.08849557522123894,0.061946902654867256,0.07964601769911504,0.04424778761061947,0.3274336283185841,0.0,0.017699115044247787,0.11504424778761062,0.17699115044247787
17,-0.2791666666666666,0.6298701298701299,154,4.35064935064935,0.06493506493506493,0.07142857142857142,0.012987012987012988,0.07142857142857142,0.13636363636363635,0.36363636363636365,0.0,0.032467532467532464,0.1038961038961039,0.14285714285714285
17,0.1357142857142857,0.6505376344086021,186,4.145161290322581,0.0913978494623656,0.06451612903225806,0.03225806451612903,0.06451612903225806,0.08064516129032258,0.3010752688172043,0.0,0.010752688172043012,0.15053763440860216,0.20430107526881722
17,0.10303571428571429,0.7674418604651163,86,4.093023255813954,0.05813953488372093,0.09302325581395349,0.011627906976744186,0.09302325581395349,0.10465116279069768,0.32558139534883723,0.0,0.011627906976744186,0.09302325581395349,0.20930232558139536
17,0.19848484848484851,0.6589595375722543,173,3.994219653179191,0.10404624277456648,0.08092485549132948,0.046242774566473986,0.07514450867052024,0.03468208092485549,0.30057803468208094,0.0,0.017341040462427744,0.09826589595375723,0.24277456647398843
17,0.15714285714285717,0.6526946107784432,167,3.9940119760479043,0.11377245508982035,0.10778443113772455,0.03592814371257485,0.05389221556886228,0.059880239520958084,0.32335329341317365,0.0,0.029940119760479042,0.08982035928143713,0.18562874251497005
17,-0.1888888888888889,0.6993865030674846,163,4.380368098159509,0.0736196319018405,0.1165644171779141,0.03067484662576687,0.06134969325153374,0.06134969325153374,0.3558282208588957,0.0,0.018404907975460124,0.09202453987730061,0.1901840490797546
17,0.05000000000000001,0.75,92,4.456521739130435,0.06521739130434782,0.11956521739130435,0.043478260869565216,0.03260869565217391,0.043478260869565216,0.32608695652173914,0.0,0.03260869565217391,0.13043478260869565,0.20652173913043478
17,0.35000000000000003,0.6792452830188679,106,4.386792452830188,0.08490566037735849,0.12264150943396226,0.05660377358490566,0.07547169811320754,0.0660377358490566,0.2830188679245283,0.0,0.018867924528301886,0.12264150943396226,0.16981132075471697
17,0.018253968253968276,0.7614678899082569,109,4.495412844036697,0.14678899082568808,0.07339449541284404,0.045871559633027525,0.045871559633027525,0.09174311926605505,0.3211009174311927,0.0,0.009174311926605505,0.08256880733944955,0.1834862385321101
17,0.15999999999999998,0.656934306569343,137,4.430656934306569,0.08029197080291971,0.10218978102189781,0.021897810218978103,0.08759124087591241,0.072992700729927,0.32116788321167883,0.0,0.014598540145985401,0.15328467153284672,0.145985401459854
17,0.1357142857142857,0.6483516483516484,182,4.126373626373627,0.08241758241758242,0.06593406593406594,0.03296703296703297,0.06043956043956044,0.08241758241758242,0.2802197802197802,0.0,0.01098901098901099,0.15384615384615385,0.23076923076923078
17,0.10980038480038481,0.6204620462046204,303,4.508250825082508,0.0594059405940594,0.10231023102310231,0.04950495049504951,0.04950495049504951,0.09570957095709572,0.3069306930693069,0.0,0.0297029702970297,0.10231023102310231,0.20462046204620463
17,0.22619047619047622,0.6981132075471698,159,4.364779874213837,0.11949685534591195,0.11949685534591195,0.012578616352201259,0.0440251572327044,0.09433962264150944,0.32075471698113206,0.0,0.025157232704402517,0.10062893081761007,0.16352201257861634
